date, pm25, pm10, o3, no2, co
2019/12/4, 65, 37, 5, 33, 
2019/12/5, 91, 46, 4, 34, 
2019/12/6, 109, 54, 5, 38, 
2019/12/7, 132, 50, 7, 33, 
2019/12/8, 109, 65, 3, 33, 
2019/12/9, 154, 39, 3, 36, 
2019/12/10, 89, 18, 5, 43, 
2019/12/11, 53, 19, 7, 35, 
2019/12/12, 59, 15, 3, 32, 
2019/12/13, 55, 15, 3, 32, 
2019/12/14, 55, 41, 3, 38, 
2019/12/15, 107, 56, 3, 37, 
2019/12/16, 137, 64, 3, 38, 
2019/12/17, 155, 49, 3, 30, 
2019/12/18, 104, 47, 3, 29, 
2019/12/19, 93, 14, 19, 38, 
2019/12/20, 21, 3, 20, 40, 
2019/12/21, 13, 3, 19, 34, 
2019/12/22, 13, 12, 22, 34, 
2019/12/23, 21, 13, 18, 37, 
2019/12/24, 30, 23, 11, 33, 
2019/12/25, 65, 24, 9, 30, 
2019/12/26, 70, 33, , 29, 
2019/12/27, 85, 40, , 30, 
2019/12/28, 99, 42, , 24, 
2019/12/29, 102, , , , 
2019/7/1, 57, 22, 72, 37, 
2019/7/2, 53, 27, 67, 25, 
2019/7/3, 53, 14, 70, 29, 
2019/7/4, 34, 18, 87, 33, 
2019/7/5, 50, 19, 61, 18, 
2019/7/6, 46, 20, 43, 18, 
2019/7/7, 42, , 50, 24, 
2019/7/8, 50, , 34, 26, 
2019/7/9, 42, , 34, 23, 
2019/7/10, 38, 17, 41, 25, 
2019/7/11, 34, 18, 60, 26, 
2019/7/12, 46, 14, 48, 22, 
2019/7/13, 38, 9, 42, 15, 
2019/7/14, 21, 15, 22, 29, 
2019/7/15, 25, 16, 45, 26, 
2019/7/16, 38, 12, 45, 23, 
2019/7/17, 34, 23, 31, 32, 
2019/7/18, 55, 18, 72, 31, 
2019/7/19, 50, 20, 68, 23, 
2019/7/20, 50, 17, 61, 19, 
2019/7/21, 46, 26, 79, 37, 
2019/7/22, 63, 22, 72, 30, 
2019/7/23, 61, 18, 57, 32, 
2019/7/24, 53, 28, 87, 32, 
2019/7/25, 61, 19, 66, 36, 
2019/7/26, 46, 20, 44, 23, 
2019/7/27, 34, 9, 28, 18, 
2019/7/28, 21, 14, 48, 30, 
2019/7/29, 25, 16, 57, 29, 
2019/7/30, 38, 19, 61, 25, 
2019/7/31, 53, 20, 70, 33, 
2019/8/1, 50, 20, 57, 40, 
2019/8/2, 50, 11, 57, 27, 
2019/8/3, 30, 11, 52, 18, 
2019/8/4, 38, 16, 64, 25, 
2019/8/5, 42, 18, 68, 29, 
2019/8/6, 50, 20, 50, 25, 
2019/8/7, 46, 18, 48, 22, 
2019/8/8, 42, 22, 54, 20, 
2019/8/9, 53, 19, 60, 18, 
2019/8/10, 46, 17, 49, 16, 
2019/8/11, 46, 20, 47, 24, 
2019/8/12, 50, 20, 46, 17, 
2019/8/13, 42, 16, 36, 21, 
2019/8/14, 34, 10, 42, 13, 
2019/8/15, 30, 13, 45, 24, 
2019/8/16, 21, 13, 53, 19, 
2019/8/20, 42, 22, 53, 27, 
2019/8/21, 53, 21, 35, 25, 
2019/8/22, 50, 20, 29, 28, 
2019/8/23, 50, 21, 48, 22, 
2019/8/24, 53, 17, 49, 18, 
2019/8/25, 50, 21, 53, 36, 
2019/8/26, 59, 26, 60, 26, 
2019/8/27, 65, 28, 39, 26, 
2019/8/28, 65, , 57, , 
2019/8/31, 65, 18, 56, , 
2019/9/1, 55, 24, 47, , 
2019/9/2, 53, 16, 35, 30, 
2019/9/3, 38, 13, 43, 30, 
2019/9/4, 34, 19, 53, 37, 
2019/9/5, 46, 17, 36, 32, 
2019/9/6, 42, 13, 37, 30, 
2019/9/7, 38, 12, 25, 24, 
2019/9/8, 30, 7, 30, 29, 
2019/9/9, 21, 14, 35, 29, 
2019/9/10, 25, 20, 43, 37, 
2019/9/11, 57, 21, 46, 46, 
2019/9/12, 57, 20, 45, 38, 
2019/9/13, 53, 15, 43, 29, 
2019/9/14, 46, 10, 41, 41, 
2019/9/15, 30, 12, 49, 36, 
2019/9/16, 30, 16, 59, 27, 
2019/9/17, 34, 20, 39, 31, 
2019/9/18, 50, 17, 21, 30, 
2019/9/19, 42, 19, 27, 32, 
2019/9/20, 46, 16, 31, 43, 
2019/9/21, 42, 20, 16, 28, 
2019/9/22, 53, 29, 10, 36, 
2019/9/23, 70, 14, 30, 31, 
2019/9/24, 34, 20, 19, 33, 
2019/9/25, 46, 25, 28, 30, 
2019/9/26, 59, 19, 23, 37, 
2019/9/27, 42, 13, 32, 26, 
2019/9/28, 25, 8, 36, 22, 
2019/9/29, 21, 13, 30, 35, 
2019/9/30, 30, 14, 35, 33, 
2019/4/1, 65, 26, , 50, 
2019/4/2, 65, 8, , 31, 
2019/4/6, 42, 25, , 30, 
2019/4/7, 57, 18, , 40, 
2019/4/8, 57, 13, , 34, 
2019/4/9, 38, 17, , 39, 
2019/4/10, 46, 14, , 29, 
2019/4/11, 46, 18, , 36, 
2019/4/12, 50, 23, , 33, 
2019/4/13, 57, 23, , 29, 
2019/4/14, 61, 29, , 54, 
2019/4/15, 65, 24, , 42, 
2019/4/16, 65, 29, , 70, 
2019/4/17, 70, 24, , 51, 
2019/4/18, 65, 18, , 36, 
2019/4/19, 55, 16, , 42, 
2019/4/20, 53, 16, , 31, 
2019/4/21, 50, 26, , 23, 
2019/4/22, 50, 17, , 34, 
2019/4/23, 25, 27, , 38, 
2019/4/24, 30, 36, , 21, 
2019/4/25, 53, 28, , 29, 
2019/4/26, 46, 8, , 24, 
2019/4/27, 25, 9, , 34, 
2019/4/28, 25, 8, , 37, 
2019/4/29, 30, 10, , 37, 
2019/4/30, 30, 10, , 17, 
2019/5/1, 30, 10, , 27, 
2019/5/2, 25, 11, , 48, 
2019/5/3, 25, 14, , 33, 
2019/5/4, 34, 10, , 22, 
2019/5/6, 30, 16, , 34, 
2019/5/7, 46, 13, , 37, 
2019/5/8, 42, 10, , 39, 
2019/5/9, 30, 14, , 37, 
2019/5/10, 34, 9, , 41, 
2019/5/12, 21, 13, , 44, 
2019/5/13, 30, 17, , 34, 
2019/5/14, 30, 13, , 38, 
2019/5/15, 21, 11, , 39, 
2019/5/16, 30, 19, , 33, 
2019/5/17, 34, 9, , 33, 
2019/5/18, 25, 10, , 27, 
2019/5/19, 21, 8, , 33, 
2019/5/21, 25, 20, , 35, 
2019/5/22, 46, 19, , 28, 
2019/5/23, 46, 15, , 31, 
2019/5/24, 42, 15, , 28, 
2019/5/25, 42, 14, , 29, 
2019/5/26, 42, 10, , 32, 
2019/5/27, 21, 9, 27, 27, 
2019/5/28, 21, 8, 25, 38, 
2019/5/29, 21, 10, 29, 29, 
2019/5/30, 42, 12, 41, 26, 
2019/5/31, 46, 11, 46, 32, 
2019/6/1, 46, 10, 48, 22, 
2019/6/2, 38, 12, 52, 26, 
2019/6/3, 34, 15, 60, 29, 
2019/6/6, 38, 23, 42, 33, 
2019/6/7, 53, 30, 43, 22, 
2019/6/8, 61, 30, 43, 22, 
2019/6/9, 53, 35, 36, 32, 
2019/6/10, 61, 39, 42, 27, 
2019/6/11, 46, 31, 40, 25, 
2019/6/12, 46, 15, 51, 31, 
2019/6/13, 34, 25, 52, 34, 
2019/6/14, 53, 39, 45, 18, 
2019/6/15, 61, 22, 53, 33, 
2019/6/16, 42, 19, 47, 27, 
2019/6/17, 42, 20, 53, 26, 
2019/6/18, 46, 19, , 26, 
2019/6/19, 50, 14, 49, 27, 
2019/6/20, 30, 21, 59, 24, 
2019/6/21, 46, 22, 38, 18, 
2019/6/22, 46, 18, 55, 27, 
2019/6/23, 42, 16, 61, 27, 
2019/6/24, 42, 20, 65, 26, 
2019/6/25, 50, 20, 77, 30, 
2019/6/26, 57, 22, 100, 37, 
2019/6/27, 53, 27, 73, 28, 
2019/6/28, 57, 22, 57, 22, 
2019/6/29, 42, 21, 80, 15, 
2019/6/30, 46, 28, 92, 32, 
2019/1/1, 157, 38, 1, 19, 
2019/1/2, 142, 14, 3, 34, 
2019/1/3, 74, 14, 10, 38, 
2019/1/4, 70, 28, 3, 38, 
2019/1/5, 117, 23, 9, 48, 
2019/1/6, 114, 36, 1, 23, 
2019/1/7, 151, 54, , 31, 
2019/1/8, 162, 40, 4, 35, 
2019/1/9, 152, 14, 8, 33, 
2019/1/10, 85, 15, 2, 34, 
2019/1/11, 82, 19, 9, 36, 
2019/1/12, 87, 40, 3, 34, 
2019/1/13, 151, 22, 16, 31, 
2019/1/14, 95, 8, 15, 39, 
2019/1/15, 63, 12, 11, 40, 
2019/1/16, 87, 29, 7, 43, 
2019/1/17, 139, 38, 2, 27, 
2019/1/18, 147, 9, 10, 25, 
2019/1/19, 59, 28, 2, 25, 
2019/1/20, 109, 38, 3, 25, 
2019/1/21, 137, 27, 7, 28, 
2019/1/22, 104, 15, 19, 31, 
2019/1/23, 68, 23, 22, 33, 
2019/1/24, 87, 30, 19, 35, 
2019/1/25, 119, 30, 14, 33, 
2019/1/26, 137, 52, 10, 27, 
2019/1/27, 159, 33, , 23, 
2019/1/28, 119, , , , 
2019/2/25, 68, 34, , 39, 
2019/2/26, 74, 22, , 39, 
2019/2/27, 53, 26, , 31, 
2019/2/28, 63, 53, , 64, 
2019/3/1, 117, 53, , 61, 
2019/3/2, 124, 28, , 59, 
2019/3/3, 72, 22, , 67, 
2019/3/4, 55, 32, , 53, 
2019/3/5, 70, 24, , 55, 
2019/3/6, 46, 21, , 50, 
2019/3/7, 46, 13, , 49, 
2019/3/8, 34, 12, , 33, 
2019/3/9, 25, 17, , 49, 
2019/3/10, 38, 21, , 41, 
2019/3/11, 50, 10, , 50, 
2019/3/12, 21, 20, , 57, 
2019/3/13, 46, 18, , 50, 
2019/3/14, 55, 20, , 55, 
2019/3/15, 46, 26, , 41, 
2019/3/16, 61, 20, , 38, 
2019/3/17, 55, 18, , 36, 
2019/3/18, 30, 21, , 44, 
2019/3/19, 53, 23, , 47, 
2019/3/20, 59, 29, , 52, 
2019/3/21, 65, 29, , 57, 
2019/3/22, 72, 26, , 60, 
2019/3/23, 70, 14, , 53, 
2019/3/24, 42, 20, , 36, 
2019/3/25, 53, 15, , 43, 
2019/3/26, 25, 17, , 44, 
2019/3/27, 50, 22, , 45, 
2019/3/28, 59, 19, , 48, 
2019/3/29, 55, 18, , 59, 
2019/3/30, 55, 18, , 53, 
2019/3/31, 55, 26, , 49, 
2018/10/1, 63, 9, 11, 36, 
2018/10/2, 63, 10, 20, 36, 
2018/10/3, 57, 14, 20, 33, 
2018/10/4, 70, 14, 19, 35, 
2018/10/5, 72, 18, 8, 27, 
2018/10/6, 78, 16, 24, 39, 
2018/10/7, 76, 15, 24, 12, 
2018/10/8, 74, 20, 23, 44, 
2018/10/9, 87, 32, 26, 36, 
2018/10/10, 124, 40, , 30, 
2018/10/11, 144, 36, 17, 38, 
2018/10/12, 127, 30, 28, 40, 
2018/10/13, 112, 30, 28, 39, 
2018/10/14, 112, 30, 20, 14, 
2018/10/15, 112, 40, 9, 26, 
2018/10/16, 144, 35, , 28, 
2018/10/17, 144, 27, , 38, 
2018/10/18, 117, 34, 25, 42, 
2018/10/19, 134, 33, 24, 37, 
2018/10/20, 127, 23, 21, 20, 
2018/10/21, 93, 11, 19, 12, 
2018/10/22, 59, 13, , 38, 
2018/10/23, 68, 13, 10, 48, 
2018/10/24, 70, 20, , 32, 
2018/10/25, 97, 16, 3, 35, 
2018/10/26, 99, 8, 29, 22, 
2018/10/27, 70, 4, 28, 26, 
2018/10/28, 65, 5, 22, 27, 
2018/10/29, 78, 6, 24, 27, 
2018/10/30, 38, 10, , 32, 
2018/10/31, 63, 16, , 23, 
2018/11/1, 85, 20, , 19, 
2018/11/2, 87, 14, , 20, 
2018/11/3, 68, 20, , 19, 
2018/11/4, 91, 12, 4, 17, 
2018/11/5, 85, 9, 1, 32, 
2018/11/6, 68, 17, 1, 28, 
2018/11/7, 91, 10, 13, 34, 
2018/11/8, 61, 25, 3, 31, 
2018/11/9, 147, 26, 4, 27, 
2018/11/10, 95, 33, 7, 22, 
2018/11/11, 117, 38, 3, 17, 
2018/11/12, 134, 20, 6, 33, 
2018/11/13, 87, 38, 1, 26, 
2018/11/14, 137, 37, , 23, 
2018/11/15, 129, 21, 5, 36, 
2018/11/16, 87, 16, 7, 34, 
2018/11/17, 70, 17, 9, 26, 
2018/11/18, 68, 17, 2, 25, 
2018/11/19, 68, , 6, 24, 
2018/11/20, 42, 18, , 29, 
2018/11/21, 74, 24, 9, 29, 
2018/11/22, 87, 28, , 26, 
2018/11/23, 102, 14, 2, 22, 
2018/11/24, 65, 10, 4, 21, 
2018/11/25, 57, 10, 9, 24, 
2018/11/26, 59, 20, 2, 27, 
2018/11/27, 87, 16, 3, 34, 
2018/11/28, 78, 23, 2, 33, 
2018/11/29, 89, 35, 1, 32, 
2018/11/30, 117, 47, 1, 30, 
2018/12/1, 151, 50, 2, 24, 
2018/12/2, 154, 53, 4, 20, 
2018/12/3, 159, 46, 6, 35, 
2018/12/4, 151, 38, 1, 33, 
2018/12/5, 134, 40, , 24, 
2018/12/6, 139, 19, 1, 25, 
2018/12/7, 87, 15, 11, 36, 
2018/12/8, 68, 16, 11, 32, 
2018/12/9, 65, 8, , 29, 
2018/12/10, 34, 12, , 38, 
2018/12/11, 53, 21, 9, 33, 
2018/12/12, 74, 40, , 31, 
2018/12/13, 119, 25, 2, 28, 
2018/12/14, 91, 25, 7, 31, 
2018/12/15, 91, 32, 6, 28, 
2018/12/16, 102, 32, 2, 25, 
2018/12/17, 97, 30, 2, 33, 
2018/12/18, 99, 45, 1, 38, 
2018/12/19, 142, 36, , 33, 
2018/12/20, 114, 27, 2, 38, 
2018/12/21, 95, 30, 3, 30, 
2018/12/22, 114, 17, 4, 27, 
2018/12/23, 74, 14, , 12, 
2018/12/24, 63, 17, 1, 18, 
2018/12/25, 68, 20, 3, 19, 
2018/12/26, 74, , , 15, 
2018/12/28, 114, 30, 4, 30, 
2018/12/29, 124, 36, 7, 30, 
2018/12/30, 139, , , , 
2018/7/1, 65, 14, 48, 11, 
2018/7/2, 74, 17, 54, 37, 
2018/7/3, 80, 11, 60, 43, 
2018/7/4, 70, 11, 43, 27, 
2018/7/5, 70, 12, 30, 29, 
2018/7/6, 65, 9, 48, 21, 
2018/7/7, 57, 9, 47, 22, 
2018/7/8, 53, 10, 47, 13, 
2018/7/9, 59, 12, 45, 35, 
2018/7/10, 74, 12, 33, 33, 
2018/7/11, 80, 14, 41, 30, 
2018/7/12, 70, 13, , 31, 
2018/7/13, 68, 11, 35, 22, 
2018/7/14, 53, 10, 28, 19, 
2018/7/15, 53, 10, 33, 18, 
2018/7/16, 59, 10, 49, 40, 
2018/7/17, 68, 10, 71, 53, 
2018/7/18, 59, 10, 67, 42, 
2018/7/19, 59, 16, 64, 27, 
2018/7/20, 68, 16, 37, 26, 
2018/7/21, 78, 10, 41, 15, 
2018/7/22, 55, 9, 47, 12, 
2018/7/23, 59, 11, 58, 33, 
2018/7/24, 68, 13, 70, 33, 
2018/7/25, 68, 15, 57, 33, 
2018/7/26, 80, 12, 53, 38, 
2018/7/27, 70, 14, 56, 23, 
2018/7/28, 57, 14, 45, 31, 
2018/7/29, 74, 18, 65, 11, 
2018/7/30, 76, 17, 69, 42, 
2018/7/31, 74, 18, 66, 42, 
2018/8/1, 89, 18, 49, 33, 
2018/8/2, 91, 16, 41, 27, 
2018/8/3, 82, 14, 48, 24, 
2018/8/4, 70, 14, 56, 21, 
2018/8/5, 68, 16, 57, 30, 
2018/8/6, 76, 15, 59, 31, 
2018/8/7, 78, 13, 51, 24, 
2018/8/8, 65, 16, 61, 25, 
2018/8/9, 72, 13, 55, 27, 
2018/8/10, 74, 9, 52, 18, 
2018/8/11, 61, 10, 39, 26, 
2018/8/12, 57, 9, 43, 10, 
2018/8/13, 57, 8, 30, 17, 
2018/8/14, 55, 6, 35, 21, 
2018/8/15, 38, 8, 39, 11, 
2018/8/16, 53, 10, 50, 22, 
2018/8/17, 61, 11, 48, 19, 
2018/8/18, 55, 16, 48, 18, 
2018/8/19, 70, 19, 53, 10, 
2018/8/20, 82, 16, 50, 33, 
2018/8/21, 70, 15, 61, 33, 
2018/8/22, 74, 15, 63, 22, 
2018/8/23, 72, 16, 63, 33, 
2018/8/24, 72, 11, 35, 23, 
2018/8/25, 65, 5, 23, 25, 
2018/8/26, 17, 8, 32, 10, 
2018/8/27, 38, 10, 45, 33, 
2018/8/28, 59, 11, 43, 31, 
2018/8/29, 59, 13, 51, 29, 
2018/8/30, 68, 10, 32, 28, 
2018/8/31, 70, 8, 26, 27, 
2018/9/1, 42, 6, 31, 22, 
2018/9/2, 55, 8, 30, 10, 
2018/9/3, 46, 10, 40, 34, 
2018/9/4, 55, 10, 47, 41, 
2018/9/5, 57, 11, 48, 29, 
2018/9/6, 63, 13, 35, 31, 
2018/9/7, 63, 12, 45, 31, 
2018/9/8, 61, 10, 52, 22, 
2018/9/9, 63, 13, 48, 13, 
2018/9/10, 61, 15, 63, 39, 
2018/9/11, 74, 16, 64, 36, 
2018/9/12, 74, 14, 35, 44, 
2018/9/13, 74, 15, 59, 32, 
2018/9/14, 74, 14, 42, 27, 
2018/9/15, 74, 16, 43, 23, 
2018/9/16, 74, 19, 28, 18, 
2018/9/17, 89, 14, 31, 33, 
2018/9/18, 68, 14, 40, 42, 
2018/9/19, 68, 15, 47, 47, 
2018/9/20, 74, 16, 48, 37, 
2018/9/21, 78, 16, 53, 38, 
2018/9/22, 78, 10, 37, 22, 
2018/9/23, 61, 13, 24, 34, 
2018/9/24, 78, 13, 25, 28, 
2018/9/25, 68, 12, 26, 33, 
2018/9/26, 63, , 27, 45, 
2018/9/28, 80, 12, 35, 32, 
2018/9/29, 76, 8, 28, 25, 
2018/9/30, 63, 12, 12, 28, 
2018/4/1, 34, 8, , 30, 
2018/4/2, 59, 13, , 7, 
2018/4/3, 76, 11, , 44, 
2018/4/4, 78, 21, , 37, 
2018/4/5, 114, 17, , 43, 
2018/4/6, 93, 11, , 42, 
2018/4/7, 68, 12, , 32, 
2018/4/8, 63, 13, , 22, 
2018/4/9, 68, 9, , 38, 
2018/4/10, 53, 10, , 38, 
2018/4/11, 68, 13, , 36, 
2018/4/12, 91, 10, , 43, 
2018/4/13, 68, 10, , 48, 
2018/4/14, 68, 17, , 32, 
2018/4/15, 82, 16, , 21, 
2018/4/16, 102, 15, , 35, 
2018/4/17, 119, 14, , 46, 
2018/4/18, 85, 16, , 51, 
2018/4/19, 85, 13, , 50, 
2018/4/20, 80, 11, , 46, 
2018/4/21, 72, 10, , 33, 
2018/4/22, 65, 10, , 22, 
2018/4/23, 76, 11, , 46, 
2018/4/24, 85, 10, , 30, 
2018/4/25, 78, 11, , 12, 
2018/4/26, 85, 10, , 39, 
2018/4/27, 85, 11, , 32, 
2018/4/28, 78, 12, , 30, 
2018/4/29, 85, 5, , 28, 
2018/4/30, 50, 6, , 26, 
2018/5/1, 46, 9, , 37, 
2018/5/2, 59, 12, , 34, 
2018/5/3, 78, 9, , 39, 
2018/5/4, 87, 10, , 31, 
2018/5/5, 93, 13, , 46, 
2018/5/6, 87, 15, , 38, 
2018/5/7, 80, 15, , 38, 
2018/5/8, 91, 16, , 36, 
2018/5/9, 80, 14, , 34, 
2018/5/10, 70, 11, , 35, 
2018/5/11, 72, 10, 37, 29, 
2018/5/12, 57, 9, 35, 22, 
2018/5/13, 50, 5, 25, 13, 
2018/5/14, 25, 5, 29, 25, 
2018/5/15, 30, 8, 29, 34, 
2018/5/16, 42, 10, 37, 35, 
2018/5/17, 53, 10, 43, 41, 
2018/5/18, 57, 10, 47, 42, 
2018/5/19, 65, 10, 41, 33, 
2018/5/20, 61, 10, 35, 22, 
2018/5/21, 65, 10, 26, 38, 
2018/5/22, 70, 8, 30, 37, 
2018/5/23, 72, 8, 44, 47, 
2018/5/24, 61, 14, 55, 41, 
2018/5/25, 85, 14, 47, 36, 
2018/5/26, 76, 15, 46, 24, 
2018/5/27, 78, 17, 36, 25, 
2018/5/28, 97, 13, 34, 33, 
2018/5/29, 85, 14, 24, 32, 
2018/5/30, 87, 14, 34, 26, 
2018/5/31, 85, 11, 39, 32, 
2018/6/1, 63, 10, 42, 27, 
2018/6/2, 57, 11, 45, 25, 
2018/6/3, 61, 11, 36, 15, 
2018/6/4, 82, 9, 35, 31, 
2018/6/5, 63, 10, 38, 32, 
2018/6/6, 65, 10, 38, 35, 
2018/6/7, 70, 6, 32, 38, 
2018/6/8, 57, 6, 43, 23, 
2018/6/9, 46, 7, 35, 14, 
2018/6/10, 46, 10, 34, 10, 
2018/6/11, 80, 9, 34, 29, 
2018/6/12, 61, 6, 25, 32, 
2018/6/13, 46, 7, 22, 32, 
2018/6/14, 55, 10, 36, 33, 
2018/6/15, 50, 12, 46, 33, 
2018/6/16, 57, 14, 55, 34, 
2018/6/17, 70, 15, 39, 16, 
2018/6/18, 68, 12, 40, 33, 
2018/6/19, 63, 10, 45, 43, 
2018/6/20, 65, 10, 61, 34, 
2018/6/21, 61, 9, 41, 28, 
2018/6/22, 57, 6, 34, 24, 
2018/6/23, 46, 6, 35, 20, 
2018/6/24, 53, 9, 28, 29, 
2018/6/25, 50, 7, 32, 34, 
2018/6/26, 53, 8, 43, 33, 
2018/6/27, 42, 7, 41, 35, 
2018/6/28, 34, 7, 63, 43, 
2018/6/29, 42, 8, 51, 25, 
2018/6/30, 55, 10, 44, 15, 
2018/1/1, 132, 16, , 33, 
2018/1/2, 80, 14, , 45, 
2018/1/3, 74, 18, , 38, 
2018/1/4, 89, 38, , 35, 
2018/1/5, 147, 47, , 27, 
2018/1/6, 156, 39, , 25, 
2018/1/7, 156, 22, , 29, 
2018/1/8, 109, 19, , 39, 
2018/1/9, 122, 8, , 41, 
2018/1/10, 70, 20, , 27, 
2018/1/11, 93, 25, , 30, 
2018/1/12, 117, 30, , 27, 
2018/1/13, 122, 29, , 27, 
2018/1/14, 109, 35, , 19, 
2018/1/15, 132, 30, , 27, 
2018/1/16, 137, 16, , 27, 
2018/1/17, 87, 8, , 41, 
2018/1/18, 57, 20, , 47, 
2018/1/19, 104, 30, , 41, 
2018/1/20, 127, 36, , 41, 
2018/1/21, 137, 32, , 37, 
2018/1/22, 124, 27, , 38, 
2018/1/23, 104, 33, , 37, 
2018/1/24, 124, 40, , 39, 
2018/1/25, 152, 53, , 38, 
2018/1/26, 168, 50, , 29, 
2018/1/27, 169, 24, , 42, 
2018/1/28, 97, 28, , 33, 
2018/1/29, 112, 23, , 41, 
2018/1/30, 104, 29, , 41, 
2018/1/31, 119, 9, , 38, 
2018/2/1, 59, 4, , 45, 
2018/2/2, 25, 1, , 40, 
2018/2/3, 9, 12, , 37, 
2018/2/4, 55, 20, , 46, 
2018/2/5, 87, 25, , 37, 
2018/2/6, 89, 11, , 35, 
2018/2/7, 57, 10, , 48, 
2018/2/8, 72, 24, , 48, 
2018/2/9, 109, 30, , 43, 
2018/2/10, 124, 25, , 43, 
2018/2/11, 104, 21, , 38, 
2018/2/12, 85, 10, , 38, 
2018/2/13, 53, 17, , 49, 
2018/2/14, 82, 26, , 51, 
2018/2/15, 109, 34, , 53, 
2018/2/16, 139, 53, , 52, 
2018/2/17, 163, 28, , 36, 
2018/2/18, 93, 10, , 43, 
2018/2/19, 65, 15, , 41, 
2018/2/20, 78, 14, , 43, 
2018/2/21, 72, 6, , 43, 
2018/2/22, 34, 10, , 43, 
2018/2/23, 46, 15, , 35, 
2018/2/24, 74, 15, , 33, 
2018/2/25, 70, 18, , 15, 
2018/2/26, 89, 23, , 41, 
2018/2/27, 97, 28, , 47, 
2018/2/28, 117, 34, , 53, 
2018/3/1, 119, 36, , 47, 
2018/3/2, 127, 27, , 46, 
2018/3/3, 107, 24, , 46, 
2018/3/4, 112, 25, , 35, 
2018/3/5, 102, 16, , 50, 
2018/3/6, 74, 14, , 54, 
2018/3/7, 78, 12, , 38, 
2018/3/8, 76, 10, , 48, 
2018/3/9, 72, 12, , 43, 
2018/3/10, 72, 28, , 38, 
2018/3/11, 107, 11, , 41, 
2018/3/12, 76, 12, , 38, 
2018/3/13, 80, , , 37, 
2018/3/15, 65, 15, , 37, 
2018/3/16, 78, 10, , 40, 
2018/3/17, 65, 3, , 28, 
2018/3/18, 38, 8, , 27, 
2018/3/19, 38, 19, , 38, 
2018/3/20, 85, 22, , 52, 
2018/3/21, 95, 21, , 52, 
2018/3/22, 95, 16, , 45, 
2018/3/23, 82, 12, , 42, 
2018/3/24, 70, 15, , 44, 
2018/3/25, 78, 22, , 20, 
2018/3/26, 102, , , 47, 
2018/3/27, 93, , , 44, 
2018/3/28, 99, 10, , 37, 
2018/3/29, 72, 5, , 28, 
2018/3/30, 46, 3, , 30, 
2018/3/31, 30, 5, , 24, 
2017/10/1, 85, 21, , 37, 
2017/10/2, 93, 24, , 35, 
2017/10/3, 104, 29, , 36, 
2017/10/4, 119, 21, , 39, 
2017/10/5, 97, 10, , 29, 
2017/10/6, 63, 3, , 38, 
2017/10/7, 30, 5, , 35, 
2017/10/8, 38, 12, , 42, 
2017/10/9, 74, 15, , 42, 
2017/10/10, 80, 19, , 41, 
2017/10/11, 87, 17, , 64, 
2017/10/12, 85, 21, , 48, 
2017/10/13, 95, 34, , 59, 
2017/10/14, 147, 26, , 52, 
2017/10/15, 95, 17, , 65, 
2017/10/16, 89, 20, , 55, 
2017/10/17, 95, 26, , 49, 
2017/10/18, 122, 28, , 40, 
2017/10/19, 137, 37, , 38, 
2017/10/20, 158, 38, , 32, 
2017/10/21, 159, 33, , 23, 
2017/10/22, 157, 3, , 32, 
2017/10/23, 25, 7, , 40, 
2017/10/24, 46, 11, , 45, 
2017/10/25, 65, 19, , 43, 
2017/10/26, 91, 30, , 48, 
2017/10/27, 134, 36, , 34, 
2017/10/28, 151, 18, , 31, 
2017/10/29, 89, 32, , 37, 
2017/10/30, 149, 17, , 45, 
2017/10/31, 85, 15, , 42, 
2017/11/1, 74, 18, , 44, 
2017/11/2, 91, 42, , 37, 
2017/11/3, 158, 51, , 35, 
2017/11/4, 167, 20, , 27, 
2017/11/5, 97, 5, , 28, 
2017/11/6, 42, 5, , 31, 
2017/11/7, 38, 13, , 33, 
2017/11/8, 70, 26, , 33, 
2017/11/9, 109, 29, , 33, 
2017/11/10, 119, 19, , 31, 
2017/11/11, 85, 16, , 26, 
2017/11/12, 85, 3, , 39, 
2017/11/13, 13, 13, , 40, 
2017/11/14, 72, 16, , 33, 
2017/11/15, 85, 19, , 35, 
2017/11/16, 89, 24, , 41, 
2017/11/17, 107, 20, , 34, 
2017/11/18, 93, 22, , 42, 
2017/11/19, 93, 26, , 39, 
2017/11/20, 104, 23, , 55, 
2017/11/21, 102, 27, , 42, 
2017/11/22, 122, 52, , 37, 
2017/11/23, 168, 41, , 37, 
2017/11/24, 158, 54, , 35, 
2017/11/25, 174, 13, , 27, 
2017/11/26, 59, 8, , 38, 
2017/11/27, 53, 15, , 33, 
2017/11/28, 72, 35, , 27, 
2017/11/29, 132, 22, , 43, 
2017/11/30, 93, 15, , 33, 
2017/12/1, 72, 14, , 29, 
2017/12/2, 72, 24, , 38, 
2017/12/3, 95, 23, , 43, 
2017/12/4, 91, 28, , 50, 
2017/12/5, 109, 20, , 52, 
2017/12/6, 89, 22, , , 
2017/12/7, 114, 49, , , 
2017/12/8, 161, 12, , , 
2017/12/9, 65, 6, , , 
2017/12/10, 42, , , 29, 
2017/12/13, 122, 30, , 43, 
2017/12/14, 124, 23, , 40, 
2017/12/15, 97, 23, , 34, 
2017/12/16, 97, 20, , 40, 
2017/12/17, 85, 22, , 22, 
2017/12/18, 89, 36, , 42, 
2017/12/19, 142, 48, , 43, 
