codice spira;id_uni;Livello;tipologia;codice;codice arco;codice via;Nome via;Nodo da;Nodo a;ordinanza;stato;codimpsem;direzione;angolo;longitudine;latitudine;geopoint;ID_univoco_stazione_spira;sensor_key
1.8 1.10 6 1;281;1;spira;20;9118;30700;VIA DELLE LAME;16927;15718;4000/343434;A;320;NO;24;11.3369661513812;44.4966507384083;44.4966507384083, 11.3369661513812;378;281_1.8 1.10 6 1
1.8 1.11 6 1;741;1;spira;1090;978;33900;PIAZZA MALPIGHI;87;81;4000/343434;A;319;;167;11.3368384334514;44.4956026276631;44.4956026276631, 11.3368384334514;379;741_1.8 1.11 6 1
1.9 1.8 2 1;282;1;spira;21;962;22100;VIA S.FELICE;13540;67;4000/343434;A;294;SE;247;11.3313093788363;44.4977990469653;44.4977990469653, 11.3313093788363;398;282_1.9 1.8 2 1
1.10 1.9 4 2;266;1;spira;918;961;50550;VIA RIVA DI RENO;13570;13540;4000/343434;A;294;SO;125;11.3313901059351;44.4981528821138;44.4981528821138, 11.3313901059351;344;266_1.10 1.9 4 2
1.11 0.127 6 1;535;1;spira;519;911;41500;VIA NOSADELLA;13554;18;4000/343434;A;322;SO;155;11.3357500770563;44.4930734341144;44.4930734341144, 11.3357500770563;347;535_1.11 0.127 6 1
1.11 1.8 2 1;385;1;spira;137;1018;33900;PIAZZA MALPIGHI;13554;77;4000/343434;A;322;N;325;11.3359305011787;44.4933134856802;44.4933134856802, 11.3359305011787;348;385_1.11 1.8 2 1
1.12 1.8 6 1;329;1;spira;169;973;5450;VIA UGO BASSI;84;79;4000/343434;A;316;O;80;11.3387350245924;44.4955401496078;44.4955401496078, 11.3387350245924;351;329_1.12 1.8 6 1
1.14 1.15 4 1;384;1;spira;136;1048;35800;VIA MARSILI;117;6047;4000/343434;A;92;E;272;11.3411645442514;44.4900102626705;44.4900102626705, 11.3411645442514;355;384_1.14 1.15 4 1
1.16 1.17 8 1;64;1;spira;314;1405;1400;PIAZZA ALDROVANDI;6257;6140;4000/343434;A;117;S;170;11.3518989012041;44.4940776815813;44.4940776815813, 11.3518989012041;356;64_1.16 1.17 8 1
1.17 4.19 6 1;60;1;spira;307;1714;33350;STRADA MAGGIORE;6111;6134;4000/343434;A;326;SE;244;11.3518762322519;44.4921941951827;44.4921941951827, 11.3518762322519;359;60_1.17 4.19 6 1
1.18 1.8 2 1;326;1;spira;166;2898;35200;VIA GUGLIELMO MARCONI;200;197;4000/343434;A;327;S;160;11.338358211919;44.4988722153097;44.4988722153097, 11.338358211919;361;326_1.18 1.8 2 1
1.80 1.5 6 2;529;1;spira;509;3029;30150;VIA DELL'INDIPENDENZA;10279;10278;4000/343434;A;250;N;350;11.3443929160912;44.5009852775668;44.5009852775668, 11.3443929160912;385;529_1.80 1.5 6 2
1.80 1.12 6 1;675;1;spira;1050;1342;5450;VIA UGO BASSI;6142;145;4000/343434;A;329;O;79;11.3423397141025;44.4949821149014;44.4949821149014, 11.3423397141025;383;675_1.80 1.12 6 1
1.80 1.81 2 1;676;1;spira;1051;1256;50600;VIA RIZZOLI;6142;6166;4000/343434;A;329;E;251;11.3427806045619;44.4948279343394;44.4948279343394, 11.3427806045619;386;676_1.80 1.81 2 1
1.81 1.80 6 1;673;1;spira;1048;5253;50600;VIA RIZZOLI;6220;13239;4000/343434;A;386;O;81;11.3461499695622;44.4943363479201;44.4943363479201, 11.3461499695622;390;673_1.81 1.80 6 1
2.2 2.2 4 1;790;1;spira;1135;217;18000;VIA ANDREA COSTA;16161;16156;4000/343434;A;334;;167;11.3021084330199;44.4921066212946;44.4921066212946, 11.3021084330199;433;790_2.2 2.2 4 1
2.2 2.3 2 1;632;1;spira;1004;5219;47300;VIA PORRETTANA;16158;16166;4000/343434;A;336;E;269;11.310585105461;44.4901467875666;44.4901467875666, 11.310585105461;435;632_2.2 2.3 2 1
2.2 2.8 8 1;102;1;spira;84;211;18000;VIA ANDREA COSTA;4574;4577;4000/343434;A;335;NE;279;11.3037697479955;44.4929234732667;44.4929234732667, 11.3037697479955;439;102_2.2 2.8 8 1
2.3 2.2 6 1;103;1;spira;85;5219;47300;VIA PORRETTANA;16166;16158;4000/343434;A;336;O;80;11.3107267587054;44.4901717635522;44.4901717635522, 11.3107267587054;463;103_2.3 2.2 6 1
2.3 2.4 2 1;243;1;spira;532;4213;52950;VIA SARAGOZZA;4534;4533;4000/343434;A;336;E;269;11.3115191788761;44.4900650900654;44.4900650900654, 11.3115191788761;464;243_2.3 2.4 2 1
2.3 2.8 6 1;161;1;spira;548;10163;19350;VIA PIETRO DE COUBERTIN;17301;4571;4000/343434;A;38;N;8;11.3109398117451;44.4935430651191;44.4935430651191, 11.3109398117451;465;161_2.3 2.8 6 1
2.5 2.6 2 1;590;1;spira;539;876;52950;VIA SARAGOZZA;4664;15712;4000/343434;A;337;E;276;11.3262840081656;44.4902829674151;44.4902829674151, 11.3262840081656;496;590_2.5 2.6 2 1
2.8 0.127 8 1;97;1;spira;78;256;18000;VIA ANDREA COSTA;4571;4596;4000/343434;A;38;E;270;11.3110304555682;44.4939849418073;44.4939849418073, 11.3110304555682;504;97_2.8 0.127 8 1
2.8 2.2 4 1;511;1;spira;866;4215;18000;VIA ANDREA COSTA;4571;4572;4000/343434;A;38;O;90;11.3103052985972;44.4939477458512;44.4939477458512, 11.3103052985972;505;511_2.8 2.2 4 1
2.14 2.15 8 1;90;1;spira;67;9731;57980;VIALE PALMIRO TOGLIATTI;17138;16954;4000/343434;A;295;SE;249;11.283998102104;44.5068736035456;44.5068736035456, 11.283998102104;408;90_2.14 2.15 8 1
2.14 2.93 2 1;211;1;spira;606;9713;52580;VIALE GAETANO SALVEMINI;14610;13850;4000/343434;A;245;SO;139;11.2814044901873;44.5051122455856;44.5051122455856, 11.2814044901873;409;211_2.14 2.93 2 1
2.15 2.16 8 1;92;1;spira;71;4546;57980;VIALE PALMIRO TOGLIATTI;8622;15510;4000/343434;A;340;SE;240;11.2920615927037;44.5044469968978;44.5044469968978, 11.2920615927037;411;92_2.15 2.16 8 1
2.16 2.15 4 1;634;1;spira;1006;4546;57980;VIALE PALMIRO TOGLIATTI;15510;8622;4000/343434;A;341;O;69;11.2945744565649;44.5038289497254;44.5038289497254, 11.2945744565649;412;634_2.16 2.15 4 1
2.16 2.17 8 1;633;1;spira;1005;4546;57980;VIALE PALMIRO TOGLIATTI;8622;15510;4000/343434;A;341;E;249;11.2945328159565;44.5037444586188;44.5037444586188, 11.2945328159565;413;633_2.16 2.17 8 1
2.17 2.16 4 1;168;1;spira;559;4546;57980;VIALE PALMIRO TOGLIATTI;15510;8622;4000/343434;A;26;NO;69;11.297482889837;44.502958582053;44.502958582053, 11.297482889837;414;168_2.17 2.16 4 1
2.17 2.22 2 1;841;1;spira;1182;2512;5800;VIA BATTINDARNO;14686;4502;4000/343434;A;35;S;153;11.295852652517093;44.49994846615585;44.49994846615585, 11.295852652517091;415;841_2.17 2.22 2 1
2.17 2.29 6 1;635;1;spira;1007;2510;5800;VIA BATTINDARNO;15510;8653;4000/343434;A;26;NE;307;11.2986623739428;44.5029148646223;44.5029148646223, 11.2986623739428;416;635_2.17 2.29 6 1
2.17 2.29 6 2;186;1;spira;578;2670;5800;VIA BATTINDARNO;8660;8803;4000/343434;A;15;NE;311;11.3038141810171;44.5069537535314;44.5069537535314, 11.3038141810171;417;186_2.17 2.29 6 2
2.19 2.19 2 1;360;1;spira;108;357;57650;VIA DEL TIMAVO;4701;4680;4000/343434;A;24;S;160;11.3167288638096;44.498596866165;44.498596866165, 11.3167288638096;424;360_2.19 2.19 2 1
2.19 2.20 8 1;359;1;spira;107;4231;58000;VIA TOLMINO;4680;4679;4000/343434;A;24;E;270;11.3165523765202;44.4974351312945;44.4974351312945, 11.3165523765202;429;359_2.19 2.20 8 1
2.20 2.40 8 1;273;1;spira;10;9667;52300;VIA SABOTINO;17116;4724;4000/343434;A;23;E;270;11.3213155857597;44.4971637930601;44.4971637930601, 11.3213155857597;441;273_2.20 2.40 8 1
2.21 2.10 6 1;354;1;spira;102;8751;61550;VIALE GIOVANNI VICINI;16682;16683;4000/343434;A;22;S;195;11.3275349874958;44.4968992842874;44.4968992842874, 11.3275349874958;442;354_2.21 2.10 6 1
2.21 2.35 8 1;353;1;spira;100;7573;61550;VIALE GIOVANNI VICINI;16680;15305;4000/343434;A;22;N;14;11.3276196333253;44.4972874200715;44.4972874200715, 11.3276196333253;443;353_2.21 2.35 8 1
2.23 2.24 8 1;84;1;spira;58;2395;35100;VIA MARCO EMILIO LEPIDO;8515;8529;4000/343434;A;343;E;245;11.2650617080553;44.5209154430098;44.5209154430098, 11.2650617080553;446;84_2.23 2.24 8 1
2.25 2.26 8 1;307;1;spira;49;4910;21400;VIA EMILIA PONENTE;15796;8684;4000/343434;A;11;E;240;11.2815106068203;44.5151596315856;44.5151596315856, 11.2815106068203;449;307_2.25 2.26 8 1
2.25 2.36 4 1;77;1;spira;50;4555;35100;VIA MARCO EMILIO LEPIDO;15796;8715;4000/343434;A;11;NO;65;11.2809397891782;44.5154487036554;44.5154487036554, 11.2809397891782;450;77_2.25 2.36 4 1
2.26 2.27 8 1;306;1;spira;46;6867;21400;VIA EMILIA PONENTE;8711;14459;4000/343434;A;254;E;240;11.2878487733012;44.512090924049;44.512090924049, 11.2878487733012;452;306_2.26 2.27 8 1
2.29 2.28 4 1;299;1;spira;39;6850;21400;VIA EMILIA PONENTE;8803;14448;4000/343434;A;15;O;70;11.3038646411057;44.5074293579262;44.5074293579262, 11.3038646411057;461;299_2.29 2.28 4 1
2.30 2.31 8 1;189;1;spira;581;5409;21400;VIA EMILIA PONENTE;13344;8807;4000/343434;A;16;E;247;11.3096947184232;44.5054053954154;44.5054053954154, 11.3096947184232;470;189_2.30 2.31 8 1
2.31 2.82 2 1;204;1;spira;597;2642;36250;VIA MARZABOTTO;8785;4566;4000/343434;A;42;S;155;11.311120157605;44.5008565366089;44.5008565366089, 11.311120157605;474;204_2.31 2.82 2 1
2.33 0.127 2 1;290;1;spira;30;2729;62250;VIA VITTORIO VENETO;8839;8814;4000/343434;A;19;SO;155;11.3215190419811;44.5010742719742;44.5010742719742, 11.3215190419811;476;290_2.33 0.127 2 1
2.34 2.33 4 1;196;1;spira;589;4572;52400;VIA AURELIO SAFFI;8838;8845;4000/343434;A;20;O;66;11.3239415903186;44.5004735823277;44.5004735823277, 11.3239415903186;480;196_2.34 2.33 4 1
2.36 2.24 4 1;79;1;spira;52;7630;35100;VIA MARCO EMILIO LEPIDO;15373;14406;4000/343434;A;10;O;67;11.2742295519551;44.5178281231643;44.5178281231643, 11.2742295519551;486;79_2.36 2.24 4 1
2.37 2.85 2 1;200;1;spira;593;2484;52580;VIALE GAETANO SALVEMINI;8604;4333;4000/343434;A;32;SO;133;11.2778599204445;44.5027103078827;44.5027103078827, 11.2778599204445;488;200_2.37 2.85 2 1
2.40 2.21 8 1;659;1;spira;1083;391;52300;VIA SABOTINO;15767;4727;4000/343434;A;393;E;269;11.3237550845001;44.4970385266486;44.4970385266486, 11.3237550845001;495;659_2.40 2.21 8 1
2.82 2.18 2 2;269;1;spira;922;4568;36250;VIA MARZABOTTO;8776;8777;4000/343434;A;300;S;155;11.3132064397937;44.5039186889583;44.5039186889583, 11.3132064397937;508;269_2.82 2.18 2 2
2.84 0.127 4 1;828;1;spira;1175;10096;59350;VIA DEL TRIUMVIRATO;8901;8903;4000/343434;A;31;S;167;11.2945731913564;44.5207592543387;44.5207592543387, 11.2945731913564;511;828_2.84 0.127 4 1
2.85 2.37 6 1;209;1;spira;604;2484;52580;VIALE GAETANO SALVEMINI;4333;8604;4000/343434;A;33;NE;313;11.2751630035012;44.5008763219743;44.5008763219743, 11.2751630035012;513;209_2.85 2.37 6 1
2.93 2.37 2 1;212;1;spira;607;2486;52580;VIALE GAETANO SALVEMINI;13850;8603;4000/343434;A;245;SO;139;11.28089932539;44.5047254262355;44.5047254262355, 11.28089932539;517;212_2.93 2.37 2 1
3.3 0.127 5 1;757;1;spira;1089;10174;63100;VIA FRANCESCO ZANARDI;17305;14330;4000/343434;A;279;NO;21;11.3268722418235;44.5138629192094;44.5138629192094, 11.3268722418235;572;757_3.3 0.127 5 1
3.4 3.5 2 1;69;1;spira;319;7761;63100;VIA FRANCESCO ZANARDI;10156;15572;4000/343434;A;212;SE;203;11.3293393409018;44.5088963436007;44.5088963436007, 11.3293393409018;608;69_3.4 3.5 2 1
3.4 3.59 8 1;767;1;spira;1120;6969;13500;VIA DE' CARRACCI;10156;14532;4000/343434;A;212;;261;11.3297354963508;44.509072143737;44.509072143737, 11.3297354963508;610;767_3.4 3.59 8 1
3.6 3.5 6 1;393;1;spira;146;2955;63100;VIA FRANCESCO ZANARDI;10164;10225;4000/343434;A;153;NO;26;11.3324380441526;44.5039069666396;44.5039069666396, 11.3324380441526;654;393_3.6 3.5 6 1
3.6 3.7 2 1;394;1;spira;147;6166;63100;VIA FRANCESCO ZANARDI;10164;13919;4000/343434;A;153;SE;206;11.3326588628057;44.5033632388523;44.5033632388523, 11.3326588628057;655;394_3.6 3.7 2 1
3.6 3.8 2 1;392;1;spira;145;8812;44250;VIA AMEDEO PARMEGGIANI;10164;16719;4000/343434;A;153;E;260;11.3330298604953;44.5035083340769;44.5035083340769, 11.3330298604953;656;392_3.6 3.8 2 1
3.8 0.127 2 1;213;1;spira;608;4630;38800;VIA DON GIOVANNI MINZONI;10163;10208;4000/343434;A;146;E;256;11.3352084138379;44.5031396394546;44.5031396394546, 11.3352084138379;663;213_3.8 0.127 2 1
3.12 3.11 6 1;101;1;spira;83;3925;6950;VIA GENUZIO BENTINI;11147;11145;4000/343434;A;256;N;353;11.3560862517091;44.5445821977766;44.5445821977766, 11.3560862517091;525;101_3.12 3.11 6 1
3.13 3.10 4 1;215;2;spira;610;9061;54580;VIA WILLIAM SHAKESPEARE;11135;16894;4000/343434;A;70;O;87;11.3581816266038;44.5506369562692;44.5506369562692, 11.3581816266038;527;215_3.13 3.10 4 1
3.17 3.19 2 3;764;1;spira;1153;3568;17950;VIA DI CORTICELLA;10695;10694;4000/343434;A;401;;182;11.3481566444247;44.5215485863886;44.5215485863886, 11.3481566444247;534;764_3.17 3.19 2 3
3.18 0.127 6 1;229;1;spira;624;9079;17950;VIA DI CORTICELLA;10717;16910;4000/343434;A;213;N;347;11.3496476741688;44.5253479507428;44.5253479507428, 11.3496476741688;536;229_3.18 0.127 6 1
3.19 3.20 2 1;355;1;spira;103;3284;17950;VIA DI CORTICELLA;10403;10400;4000/343434;A;214;S;183;11.3476846598482;44.5157050934146;44.5157050934146, 11.3476846598482;539;355_3.19 3.20 2 1
3.20 3.21 2 1;446;1;spira;635;3218;37100;VIA GIACOMO MATTEOTTI;10351;10363;4000/343434;A;259;S;170;11.3471565956256;44.510749014939;44.510749014939, 11.3471565956256;546;446_3.20 3.21 2 1
3.21 3.20 6 1;449;1;spira;638;3190;37100;VIA GIACOMO MATTEOTTI;10384;10361;4000/343434;A;260;N;350;11.3465543368682;44.5083693263436;44.5083693263436, 11.3465543368682;549;449_3.21 3.20 6 1
3.23 3.20 8 1;356;1;spira;104;3182;57550;VIA PELLEGRINO TIBALDI;10376;10372;4000/343434;A;259;E;261;11.3462263186702;44.5111211045366;44.5111211045366, 11.3462263186702;557;356_3.23 3.20 8 1
3.24 3.23 6 1;454;1;spira;645;3183;41300;VIA NICOLO' DALL'ARCA;10349;10368;4000/343434;A;261;N;351;11.3427100691982;44.509634427662;44.509634427662, 11.3427100691982;558;454_3.24 3.23 6 1
3.25 3.21 6 1;320;1;spira;160;8817;37100;VIA GIACOMO MATTEOTTI;16723;15570;4000/343434;A;140;N;349;11.345605840437;44.5051473712216;44.5051473712216, 11.345605840437;564;320_3.25 3.21 6 1
3.25 3.54 8 1;322;1;spira;162;8816;60700;PIAZZA XX SETTEMBRE;10239;14167;4000/343434;A;140;E;253;11.3460270545661;44.5045986415698;44.5045986415698, 11.3460270545661;568;322_3.25 3.54 8 1
3.30 3.31 8 1;462;1;spira;655;9807;40280;VIALE ALDO MORO;17020;17169;4000/343434;A;375;E;266;11.3591913729827;44.5104187230961;44.5104187230961, 11.3591913729827;578;462_3.30 3.31 8 1
3.32 3.30 6 1;327;1;spira;167;6170;55950;VIA STALINGRADO;10596;13920;4000/343434;A;141;N;342;11.3556532075512;44.5080530082146;44.5080530082146, 11.3556532075512;585;327_3.32 3.30 6 1
3.33 1.2 2 1;155;1;spira;499;3074;36400;VIA MASCARELLA;10282;10285;4000/343434;A;314;S;152;11.3506269985056;44.499881148648;44.499881148648, 11.3506269985056;589;155_3.33 1.2 2 1
3.33 3.51 8 1;339;1;spira;180;3508;7800;VIALE CARLO BERTI PICHAT;10306;16750;4000/343434;A;133;E;244;11.3533340864516;44.5019966819794;44.5019966819794, 11.3533340864516;591;339_3.33 3.51 8 1
3.41 3.42 2 1;139;1;spira;225;6197;20500;VIA S.DONATO;10550;13937;4000/343434;A;127;NO;72;11.3671472559715;44.5038726187642;44.5038726187642, 11.3671472559715;614;139_3.41 3.42 2 1
3.44 3.47 8 1;349;1;spira;192;4684;49750;VIALE DELLA REPUBBLICA;10601;10452;4000/343434;A;139;SE;216;11.360612084322;44.5068376152542;44.5068376152542, 11.360612084322;620;349_3.44 3.47 8 1
3.46 3.42 6 1;475;1;spira;670;4682;20500;VIA S.DONATO;10472;10473;4000/343434;A;135;NE;308;11.3626270923076;44.5026727090588;44.5026727090588, 11.3626270923076;624;475_3.46 3.42 6 1
3.48 3.46 8 1;479;1;spira;674;3354;31000;VIA DEL LAVORO;10503;10501;4000/343434;A;138;SE;217;11.3602473392686;44.5043796829685;44.5043796829685, 11.3602473392686;629;479_3.48 3.46 8 1
3.50 0.127 8 1;964;2;spira;273;7021;20500;VIA S.DONATO;10459;14569;4000/343434;A;128;NE;300;11.357045695142;44.498719485661;44.498719485661, 11.357045695142;636;964_3.50 0.127 8 1
3.51 3.33 4 1;27;1;spira;264;8868;7800;VIALE CARLO BERTI PICHAT;16749;16748;4000/343434;A;132;NO;64;11.3560975779452;44.501147821906;44.501147821906, 11.3560975779452;639;27_3.51 3.33 4 1
3.51 3.50 7 1;616;1;spira;950;8867;7800;VIALE CARLO BERTI PICHAT;16750;16751;4000/343434;A;132;S;187;11.3562023758483;44.5006833594316;44.5006833594316, 11.3562023758483;640;616_3.51 3.50 7 1
3.52 0.127 2 1;396;1;spira;679;3131;2000;VIA GIOVANNI AMENDOLA;10229;10235;4000/343434;A;143;S;164;11.3408903322254;44.5043343608514;44.5043343608514, 11.3408903322254;642;396_3.52 0.127 2 1
3.54 3.33 7 1;617;1;spira;951;3113;36750;VIALE ANGELO MASINI;15198;10330;4000/343434;A;263;SE;242;11.3509310151717;44.502954297571;44.502954297571, 11.3509310151717;647;617_3.54 3.33 7 1
3.59 3.4 7 1;770;1;spira;1123;6969;13500;VIA DE' CARRACCI;10156;14532;4000/343434;A;212;;81;11.3297407233953;44.5091291375504;44.5091291375504, 11.3297407233953;653;770_3.59 3.4 7 1
3.68 0.127 4 1;692;1;spira;973;3511;11050;VIA CADRIANO;15789;10614;4000/343434;A;376;NO;32;11.3843865026421;44.5115521573534;44.5115521573534, 11.3843865026421;657;692_3.68 0.127 4 1
3.84 0.127 2 1;400;1;spira;683;4729;23050;VIA ARISTOTILE FIORAVANTI;10673;10419;4000/343434;A;227;S;193;11.3422539680973;44.5165841969636;44.5165841969636, 11.3422539680973;669;400_3.84 0.127 2 1
3.84 0.127 6 1;401;1;spira;684;3548;23050;VIA ARISTOTILE FIORAVANTI;10673;10675;4000/343434;A;227;N;18;11.3421980259275;44.5169638843635;44.5169638843635, 11.3421980259275;671;401_3.84 0.127 6 1
3.93 3.92 6 1;421;1;spira;705;3812;21580;VIALE EUROPA;15789;15791;4000/343434;A;106;NE;320;11.3823269343402;44.5181795793784;44.5181795793784, 11.3823269343402;685;421_3.93 3.92 6 1
4.4 4.5 2 1;57;1;spira;304;1898;36800;VIA GIUSEPPE MASSARENTI;6603;6618;4000/343434;A;198;O;84;11.3768098356695;44.4932039036254;44.4932039036254, 11.3768098356695;795;57_4.4 4.5 2 1
4.9 1.16 2 1;116;1;spira;293;1758;62000;VIA S.VITALE;6514;6471;4000/343434;A;124;O;80;11.3564263275319;44.4940607872931;44.4940607872931, 11.3564263275319;894;116_4.9 1.16 2 1
4.11 0.127 6 1;725;1;spira;1060;2173;20830;VIA GIUSEPPE DOZZA;6833;6816;4000/343434;A;167;SE;244;11.3952971984705;44.4755625427325;44.4755625427325, 11.3952971984705;693;725_4.11 0.127 6 1
4.12 4.12 2 1;601;1;spira;931;2145;20830;VIA GIUSEPPE DOZZA;6693;6780;4000/343434;A;346;O;63;11.3910514277541;44.4773329390832;44.4773329390832, 11.3910514277541;697;601_4.12 4.12 2 1
4.12 4.14 8 1;432;1;spira;721;2156;3300;VIA ARNO;6780;6842;4000/343434;A;346;SO;154;11.3904551648645;44.4771899912803;44.4771899912803, 11.3904551648645;699;432_4.12 4.14 8 1
4.14 0.127 6 1;611;1;spira;935;2125;26130;VIA GENOVA;6714;6836;4000/343434;A;175;E;232;11.3891075564002;44.4748831165175;44.4748831165175, 11.3891075564002;710;611_4.14 0.127 6 1
4.14 4.38 8 1;585;1;spira;890;2116;3300;VIA ARNO;6714;6727;4000/343434;A;175;SO;154;11.3887636318833;44.4748441570862;44.4748441570862, 11.3887636318833;712;585_4.14 4.38 8 1
4.14 4.89 2 1;515;1;spira;879;2089;6200;VIA BELLARIA;6714;6775;4000/343434;A;175;NO;51;11.3886198517171;44.4753124622157;44.4753124622157, 11.3886198517171;713;515_4.14 4.89 2 1
4.16 4.93 8 1;50;1;spira;261;1701;5500;VIA LAURA BASSI VERATTI;6436;6437;4000/343434;A;158;SO;154;11.3689627200264;44.4854695973734;44.4854695973734, 11.3689627200264;721;50_4.16 4.93 8 1
4.17 4.18 2 1;485;1;spira;734;1669;37300;VIA MAZZINI;6435;6366;4000/343434;A;157;O;64;11.36606510483;44.4867936082734;44.4867936082734, 11.36606510483;723;485_4.17 4.18 2 1
4.18 4.19 2 1;487;1;spira;736;8334;37300;VIA MAZZINI;6374;16321;4000/343434;A;155;O;65;11.3622854366802;44.4882460506983;44.4882460506983, 11.3622854366802;727;487_4.18 4.19 2 1
4.20 4.84 6 2;489;1;spira;738;7531;58600;VIA TOSCANA;5523;15263;4000/343434;A;78;SO;151;11.3615835721142;44.4504194235286;44.4504194235286, 11.3615835721142;736;489_4.20 4.84 6 2
4.23 4.53 2 1;346;1;spira;189;519;58600;VIA TOSCANA;5707;5710;4000/343434;A;291;N;0;11.3708739477502;44.4629013966261;44.4629013966261, 11.3708739477502;741;346_4.23 4.53 2 1
4.24 0.127 8 1;729;1;spira;979;552;12100;VIA CROCE DI CAMALDOLI;5726;5745;4000/343434;A;68;O;95;11.3705699173522;44.4666439191734;44.4666439191734, 11.3705699173522;743;729_4.24 0.127 8 1
4.27 4.26 8 1;503;1;spira;752;1977;34750;VIA BENEDETTO MARCELLO;5838;5740;4000/343434;A;179;S;170;11.3772336311311;44.4706561605612;44.4706561605612, 11.3772336311311;754;503_4.27 4.26 8 1
4.29 4.31 2 1;505;1;spira;755;709;40450;VIA AUGUSTO MURRI;5852;5864;4000/343434;A;63;N;22;11.3666410165123;44.4769638679106;44.4769638679106, 11.3666410165123;760;505_4.29 4.31 2 1
4.34 4.24 6 1;236;1;spira;761;667;58600;VIA TOSCANA;5831;5731;4000/343434;A;269;S;184;11.3710301103881;44.4698348581648;44.4698348581648, 11.3710301103881;775;236_4.34 4.24 6 1
4.34 4.25 2 1;352;1;spira;195;665;58600;VIA TOSCANA;5831;5812;4000/343434;A;269;N;12;11.371099621073;44.470288172293;44.470288172293, 11.371099621073;776;352_4.34 4.25 2 1
4.35 4.36 6 1;135;1;spira;220;7780;42600;VIA DEGLI ORTI;5877;15591;4000/343434;A;182;SE;278;11.3731127878587;44.4764952546261;44.4764952546261, 11.3731127878587;779;135_4.35 4.36 6 1
4.36 4.35 2 1;137;1;spira;222;9912;42600;VIA DEGLI ORTI;17210;5887;4000/343434;A;283;NO;62;11.3779772275529;44.4756352204794;44.4756352204794, 11.3779772275529;781;137_4.36 4.35 2 1
4.36 4.91 4 1;648;1;spira;1071;2026;46650;VIA PO;15891;15894;4000/343434;A;392;N;335;11.3794001479584;44.476834330981;44.476834330981, 11.3794001479584;783;648_4.36 4.91 4 1
4.39 4.40 2 1;22;1;spira;267;8357;38100;VIA GIUSEPPE MEZZOFANTI;6400;16338;4000/343434;A;185;NO;64;11.3667176695924;44.4829285635813;44.4829285635813, 11.3667176695924;792;22_4.39 4.40 2 1
4.40 4.32 8 1;105;1;spira;272;1498;36650;VIA ERNESTO MASI;6343;6341;4000/343434;A;186;SO;150;11.3642661752622;44.4836102814556;44.4836102814556, 11.3642661752622;796;105_4.40 4.32 8 1
4.41 4.33 6 1;13;1;spira;284;1527;40450;VIA AUGUSTO MURRI;6353;6299;4000/343434;A;56;SE;228;11.3569282955534;44.484174704252;44.484174704252, 11.3569282955534;799;13_4.41 4.33 6 1
4.42 4.41 8 1;7;1;spira;286;8898;13150;VIALE GIOSUE' CARDUCCI;16767;16766;4000/343434;A;57;SO;135;11.3577870726647;44.4856164898333;44.4856164898333, 11.3577870726647;803;7_4.42 4.41 8 1
4.44 4.41 4 1;377;1;spira;127;8903;28450;VIALE GIOVANNI GOZZADINI;16771;16768;4000/343434;A;55;E;262;11.3496520720243;44.4851510112396;44.4851510112396, 11.3496520720243;811;377_4.44 4.41 4 1
4.44 4.45 8 1;378;1;spira;128;8719;43950;VIALE ENRICO PANZACCHI;16667;5976;4000/343434;A;55;O;82;11.3468934808921;44.4856263849042;44.4856263849042, 11.3468934808921;812;378_4.44 4.45 8 1
4.46 1.14 2 1;383;1;spira;134;1051;3750;VIA D'AZEGLIO;6044;117;4000/343434;A;92;N;336;11.3410210370743;44.4899336200031;44.4899336200031, 11.3410210370743;817;383_4.46 1.14 2 1
4.47 4.46 4 1;365;1;spira;114;754;1350;VIALE ANTONIO ALDINI;16644;5928;4000/343434;A;50;SE;243;11.3338189829154;44.4885305147658;44.4885305147658, 11.3338189829154;821;365_4.47 4.46 4 1
4.48 4.48 2 1;960;2;spira;1140;8142;36800;VIA GIUSEPPE MASSARENTI;6977;16190;4000/343434;A;400;;85;11.3839612377107;44.493397393192;44.493397393192, 11.3839612377107;733;960_4.48 4.48 2 1
4.53 4.24 2 1;728;1;spira;978;515;58600;VIA TOSCANA;5710;5713;4000/343434;A;377;N;4;11.3708775450818;44.4643510762564;44.4643510762564, 11.3708775450818;832;728_4.53 4.24 2 1
4.55 4.55 6 1;259;1;spira;842;8407;21350;VIA EMILIA LEVANTE;6805;16374;4000/343434;A;284;E;244;11.3871595080866;44.4786757890555;44.4786757890555, 11.3871595080866;838;259_4.55 4.55 6 1
4.55 4.89 8 1;620;1;spira;938;4474;32450;VIA LOMBARDIA;6805;6735;4000/343434;A;284;SO;139;11.386909912182;44.4787280471053;44.4787280471053, 11.386909912182;839;620_4.55 4.89 8 1
4.58 4.22 6 1;734;1;spira;984;500;58600;VIA TOSCANA;5680;5694;4000/343434;A;378;S;174;11.3705005567989;44.4613015284967;44.4613015284967, 11.3705005567989;840;734_4.58 4.22 6 1
4.65 4.65 4 1;666;1;spira;998;1966;4030;P.LE ATLETI AZZURRI D'ITALIA;5534;6638;4000/343434;A;363;NE;315;11.3797579860455;44.4629501572769;44.4629501572769, 11.3797579860455;851;666_4.65 4.65 4 1
4.65 4.65 8 1;641;1;spira;1064;1966;4030;P.LE ATLETI AZZURRI D'ITALIA;6638;5534;4000/343434;A;364;SO;135;11.3819073551479;44.4644872181273;44.4644872181273, 11.3819073551479;852;641_4.65 4.65 8 1
